date,home,away,box_score,game_id,play_by_play,score,team,play_description,player_name,outcome,inning,batting_team,pitching_team,sac,outs,away_score,home_score,X1B,X2B,X3B,O2B,O3B,X4B,O4B,On1B,On2B,On3B,outs_end,away_score_end,home_score_end,runs_scored,RBI,P,C,1B,2B,3B,SS,LF,CF,RF
2021-03-20T02:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5031820,5031820,https://stats.ncaa.org/game/play_by_play/5031820,0-4,home,"Wallace, Bailey grounded out to 1b unassisted, RBI Delgadillo, Megan advanced to third Whitmore, Kelsie scored.","Wallace, Bailey",Ground Out,5,Cal St. Fullerton,UC Davis,FALSE,0,0,3,NA,NA,"Delgadillo, Megan",NA,NA,"Whitmore, Kelsie",NA,NA,"Delgadillo, Megan","Whitmore, Kelsie",1,0,4,1,1,"Fitzgerald, Taylor","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Polson, Leah","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-20T02:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5031820,5031820,https://stats.ncaa.org/game/play_by_play/5031820,0-5,home,"Humphreys, KK singled through the right side, RBI Delgadillo, Megan scored.","Humphreys, KK",Single,5,Cal St. Fullerton,UC Davis,FALSE,1,0,4,"Humphreys, KK",NA,NA,NA,NA,"Delgadillo, Megan",NA,NA,NA,"Delgadillo, Megan",1,0,5,1,1,"Fitzgerald, Taylor","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Polson, Leah","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-20T02:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5031820,5031820,https://stats.ncaa.org/game/play_by_play/5031820,0-5,home,"Humphreys, KK stole second.","Humphreys, KK",Stolen Base,5,Cal St. Fullerton,UC Davis,FALSE,1,0,5,NA,"Humphreys, KK",NA,NA,NA,NA,NA,"Humphreys, KK",NA,NA,1,0,5,0,0,"Fitzgerald, Taylor","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Polson, Leah","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-20T02:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5031820,5031820,https://stats.ncaa.org/game/play_by_play/5031820,0-5,home,"Becerra, Hannah walked.","Becerra, Hannah",Walk,5,Cal St. Fullerton,UC Davis,FALSE,1,0,5,"Becerra, Hannah","Humphreys, KK",NA,NA,NA,NA,NA,NA,"Humphreys, KK",NA,1,0,5,0,0,"Fitzgerald, Taylor","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Polson, Leah","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-20T02:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5031820,5031820,https://stats.ncaa.org/game/play_by_play/5031820,0-5,home,"Siofele, Irie reached on a fielders choice Becerra, Hannah out at second 2b to ss Humphreys, KK advanced to third.","Siofele, Irie",Fielder's Choice,5,Cal St. Fullerton,UC Davis,FALSE,1,0,5,"Siofele, Irie",NA,"Humphreys, KK","Becerra, Hannah",NA,NA,NA,"Becerra, Hannah","Humphreys, KK",NA,2,0,5,0,0,"Fitzgerald, Taylor","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Polson, Leah","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-20T02:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5031820,5031820,https://stats.ncaa.org/game/play_by_play/5031820,0-5,home,"Valenzuela, Julia popped up to ss.","Valenzuela, Julia",Pop Out,5,Cal St. Fullerton,UC Davis,FALSE,2,0,5,"Siofele, Irie",NA,"Humphreys, KK",NA,NA,NA,NA,"Siofele, Irie",NA,"Humphreys, KK",3,0,5,0,0,"Fitzgerald, Taylor","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Polson, Leah","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-20T02:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5031820,5031820,https://stats.ncaa.org/game/play_by_play/5031820,0-5,away,"Starks, Sarah singled up the middle.","Starks, Sarah",Single,6,UC Davis,Cal St. Fullerton,FALSE,0,0,5,"Starks, Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,0,0,"Serrata, Savannah","Valenzuela, Julia","Munoz, Daisy","Humphreys, KK","Becerra, Hannah","Toto, Peyton","Wallace, Bailey","Delgadillo, Megan","Whitmore, Kelsie"
2021-03-20T02:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5031820,5031820,https://stats.ncaa.org/game/play_by_play/5031820,0-5,away,"Leon, Isabella singled up the middle Starks, Sarah advanced to second.","Leon, Isabella",Single,6,UC Davis,Cal St. Fullerton,FALSE,0,0,5,"Leon, Isabella","Starks, Sarah",NA,NA,NA,NA,NA,"Starks, Sarah",NA,NA,0,0,5,0,0,"Serrata, Savannah","Valenzuela, Julia","Munoz, Daisy","Humphreys, KK","Becerra, Hannah","Toto, Peyton","Wallace, Bailey","Delgadillo, Megan","Whitmore, Kelsie"
2021-03-20T02:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5031820,5031820,https://stats.ncaa.org/game/play_by_play/5031820,0-5,away,"Jauregui, Marissa reached on a fielders choice Leon, Isabella advanced to second Starks, Sarah out at third p to 3b.","Jauregui, Marissa",Fielder's Choice,6,UC Davis,Cal St. Fullerton,FALSE,0,0,5,"Jauregui, Marissa","Leon, Isabella",NA,NA,"Starks, Sarah",NA,NA,"Leon, Isabella","Starks, Sarah",NA,1,0,5,0,0,"Serrata, Savannah","Valenzuela, Julia","Munoz, Daisy","Humphreys, KK","Becerra, Hannah","Toto, Peyton","Wallace, Bailey","Delgadillo, Megan","Whitmore, Kelsie"
2021-03-20T02:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5031820,5031820,https://stats.ncaa.org/game/play_by_play/5031820,0-5,away,"Polson, Leah grounded out to p, SAC, bunt Jauregui, Marissa advanced to second Leon, Isabella advanced to third.","Polson, Leah",Ground Out,6,UC Davis,Cal St. Fullerton,TRUE,1,0,5,NA,"Jauregui, Marissa","Leon, Isabella",NA,NA,NA,NA,"Jauregui, Marissa","Leon, Isabella",NA,2,0,5,0,0,"Serrata, Savannah","Valenzuela, Julia","Munoz, Daisy","Humphreys, KK","Becerra, Hannah","Toto, Peyton","Wallace, Bailey","Delgadillo, Megan","Whitmore, Kelsie"
2021-03-20T02:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5031820,5031820,https://stats.ncaa.org/game/play_by_play/5031820,0-5,away,"Pahulu, Bella grounded out to p.","Pahulu, Bella",Ground Out,6,UC Davis,Cal St. Fullerton,FALSE,2,0,5,NA,"Jauregui, Marissa","Leon, Isabella",NA,NA,NA,NA,NA,"Jauregui, Marissa","Leon, Isabella",3,0,5,0,0,"Serrata, Savannah","Valenzuela, Julia","Munoz, Daisy","Humphreys, KK","Becerra, Hannah","Toto, Peyton","Wallace, Bailey","Delgadillo, Megan","Whitmore, Kelsie"
2021-03-20T02:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5031820,5031820,https://stats.ncaa.org/game/play_by_play/5031820,0-5,home,"Polson, Leah to dp.","Polson, Leah",Substitution,6,Cal St. Fullerton,UC Davis,FALSE,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,0,0,"Fitzgerald, Taylor","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Polson, Leah","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-20T02:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5031820,5031820,https://stats.ncaa.org/game/play_by_play/5031820,0-5,home,"Pahulu, Bella to 3b.","Pahulu, Bella",Substitution,6,Cal St. Fullerton,UC Davis,FALSE,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,0,0,"Fitzgerald, Taylor","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Pahulu, Bella","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-20T02:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5031820,5031820,https://stats.ncaa.org/game/play_by_play/5031820,0-5,home,"Munoz, Daisy doubled to right center.","Munoz, Daisy",Double,6,Cal St. Fullerton,UC Davis,FALSE,0,0,5,NA,"Munoz, Daisy",NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,0,0,"Fitzgerald, Taylor","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Pahulu, Bella","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-20T02:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5031820,5031820,https://stats.ncaa.org/game/play_by_play/5031820,0-5,home,"Vigilante, Jasmyn pinch ran for Munoz, Daisy.","Vigilante, Jasmyn",Substitution,6,Cal St. Fullerton,UC Davis,FALSE,0,0,5,NA,"Vigilante, Jasmyn",NA,NA,NA,NA,NA,NA,"Munoz, Daisy",NA,0,0,5,0,0,"Fitzgerald, Taylor","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Pahulu, Bella","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-20T02:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5031820,5031820,https://stats.ncaa.org/game/play_by_play/5031820,0-5,home,"Toto, Peyton popped up to 2b.","Toto, Peyton",Pop Out,6,Cal St. Fullerton,UC Davis,FALSE,0,0,5,NA,"Vigilante, Jasmyn",NA,NA,NA,NA,NA,NA,"Vigilante, Jasmyn",NA,1,0,5,0,0,"Fitzgerald, Taylor","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Pahulu, Bella","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-20T02:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5031820,5031820,https://stats.ncaa.org/game/play_by_play/5031820,0-6,home,"Whitmore, Kelsie doubled to right field, RBI Vigilante, Jasmyn scored.","Whitmore, Kelsie",Double,6,Cal St. Fullerton,UC Davis,FALSE,1,0,5,NA,"Whitmore, Kelsie",NA,NA,NA,"Vigilante, Jasmyn",NA,NA,"Vigilante, Jasmyn",NA,1,0,6,1,1,"Fitzgerald, Taylor","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Pahulu, Bella","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-20T02:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5031820,5031820,https://stats.ncaa.org/game/play_by_play/5031820,0-6,home,"Delgadillo, Megan singled to second base Whitmore, Kelsie advanced to third.","Delgadillo, Megan",Single,6,Cal St. Fullerton,UC Davis,FALSE,1,0,6,"Delgadillo, Megan",NA,"Whitmore, Kelsie",NA,NA,NA,NA,NA,"Whitmore, Kelsie",NA,1,0,6,0,0,"Fitzgerald, Taylor","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Pahulu, Bella","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-20T02:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5031820,5031820,https://stats.ncaa.org/game/play_by_play/5031820,0-6,home,"Delgadillo, Megan stole second.","Delgadillo, Megan",Stolen Base,6,Cal St. Fullerton,UC Davis,FALSE,1,0,6,NA,"Delgadillo, Megan","Whitmore, Kelsie",NA,NA,NA,NA,"Delgadillo, Megan",NA,"Whitmore, Kelsie",1,0,6,0,0,"Fitzgerald, Taylor","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Pahulu, Bella","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-20T02:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5031820,5031820,https://stats.ncaa.org/game/play_by_play/5031820,0-8,home,"Wallace, Bailey singled to center field, 2 RBI Delgadillo, Megan scored Whitmore, Kelsie scored.","Wallace, Bailey",Single,6,Cal St. Fullerton,UC Davis,FALSE,1,0,6,"Wallace, Bailey",NA,NA,NA,NA,"Delgadillo, Megan & Whitmore, Kelsie",NA,NA,"Delgadillo, Megan","Whitmore, Kelsie",1,0,8,2,2,"Fitzgerald, Taylor","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Pahulu, Bella","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,away,"Kisling, Sommer flied out to cf.","Kisling, Sommer",Fly Out,1,UC Davis,Cal St. Fullerton,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,"Frost, Sophie","Valenzuela, Julia","Munoz, Daisy","Humphreys, KK","Becerra, Hannah","Toto, Peyton","Wallace, Bailey","Delgadillo, Megan","Whitmore, Kelsie"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,away,"Leon, Isabella fouled out to rf.","Leon, Isabella",Foul Out,1,UC Davis,Cal St. Fullerton,FALSE,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,"Frost, Sophie","Valenzuela, Julia","Munoz, Daisy","Humphreys, KK","Becerra, Hannah","Toto, Peyton","Wallace, Bailey","Delgadillo, Megan","Whitmore, Kelsie"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,away,"Bower, Megan popped up to p.","Bower, Megan",Pop Out,1,UC Davis,Cal St. Fullerton,FALSE,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,"Frost, Sophie","Valenzuela, Julia","Munoz, Daisy","Humphreys, KK","Becerra, Hannah","Toto, Peyton","Wallace, Bailey","Delgadillo, Megan","Whitmore, Kelsie"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,home,"Delgadillo, Megan grounded out to 1b unassisted.","Delgadillo, Megan",Ground Out,1,Cal St. Fullerton,UC Davis,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,"Brown, Kenedi","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Polson, Leah","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,home,"Wallace, Bailey grounded out to 2b.","Wallace, Bailey",Ground Out,1,Cal St. Fullerton,UC Davis,FALSE,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,"Brown, Kenedi","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Polson, Leah","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,home,"Humphreys, KK flied out to cf.","Humphreys, KK",Fly Out,1,Cal St. Fullerton,UC Davis,FALSE,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,"Brown, Kenedi","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Polson, Leah","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,away,"Starks, Sarah flied out to cf.","Starks, Sarah",Fly Out,2,UC Davis,Cal St. Fullerton,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,"Frost, Sophie","Valenzuela, Julia","Munoz, Daisy","Humphreys, KK","Becerra, Hannah","Toto, Peyton","Wallace, Bailey","Delgadillo, Megan","Whitmore, Kelsie"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,away,"Polson, Leah walked.","Polson, Leah",Walk,2,UC Davis,Cal St. Fullerton,FALSE,1,0,0,"Polson, Leah",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,"Frost, Sophie","Valenzuela, Julia","Munoz, Daisy","Humphreys, KK","Becerra, Hannah","Toto, Peyton","Wallace, Bailey","Delgadillo, Megan","Whitmore, Kelsie"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,away,"McMahan, Libbie struck out looking.","McMahan, Libbie",Strike Out,2,UC Davis,Cal St. Fullerton,FALSE,1,0,0,"Polson, Leah",NA,NA,NA,NA,NA,NA,"Polson, Leah",NA,NA,2,0,0,0,0,"Frost, Sophie","Valenzuela, Julia","Munoz, Daisy","Humphreys, KK","Becerra, Hannah","Toto, Peyton","Wallace, Bailey","Delgadillo, Megan","Whitmore, Kelsie"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,away,"Jauregui, Marissa singled down the lf line Polson, Leah advanced to second.","Jauregui, Marissa",Single,2,UC Davis,Cal St. Fullerton,FALSE,2,0,0,"Jauregui, Marissa","Polson, Leah",NA,NA,NA,NA,NA,"Polson, Leah",NA,NA,2,0,0,0,0,"Frost, Sophie","Valenzuela, Julia","Munoz, Daisy","Humphreys, KK","Becerra, Hannah","Toto, Peyton","Wallace, Bailey","Delgadillo, Megan","Whitmore, Kelsie"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,away,"Steffen-Brune, Katie flied out to rf.","Steffen-Brune, Katie",Fly Out,2,UC Davis,Cal St. Fullerton,FALSE,2,0,0,"Jauregui, Marissa","Polson, Leah",NA,NA,NA,NA,NA,"Jauregui, Marissa","Polson, Leah",NA,3,0,0,0,0,"Frost, Sophie","Valenzuela, Julia","Munoz, Daisy","Humphreys, KK","Becerra, Hannah","Toto, Peyton","Wallace, Bailey","Delgadillo, Megan","Whitmore, Kelsie"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,home,"Becerra, Hannah grounded out to 3b.","Becerra, Hannah",Ground Out,2,Cal St. Fullerton,UC Davis,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,"Brown, Kenedi","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Polson, Leah","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,home,"Siofele, Irie struck out swinging.","Siofele, Irie",Strike Out,2,Cal St. Fullerton,UC Davis,FALSE,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,"Brown, Kenedi","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Polson, Leah","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,home,"Valenzuela, Julia singled to center field.","Valenzuela, Julia",Single,2,Cal St. Fullerton,UC Davis,FALSE,2,0,0,"Valenzuela, Julia",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,"Brown, Kenedi","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Polson, Leah","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,home,"Munoz, Daisy walked Valenzuela, Julia advanced to second.","Munoz, Daisy",Walk,2,Cal St. Fullerton,UC Davis,FALSE,2,0,0,"Munoz, Daisy","Valenzuela, Julia",NA,NA,NA,NA,NA,"Valenzuela, Julia",NA,NA,2,0,0,0,0,"Brown, Kenedi","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Polson, Leah","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,home,"Vigilante, Jasmyn pinch ran for Munoz, Daisy.","Vigilante, Jasmyn",Substitution,2,Cal St. Fullerton,UC Davis,FALSE,2,0,0,"Vigilante, Jasmyn","Valenzuela, Julia",NA,NA,NA,NA,NA,"Munoz, Daisy","Valenzuela, Julia",NA,2,0,0,0,0,"Brown, Kenedi","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Polson, Leah","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,home,"Toto, Peyton reached on a fielders choice Vigilante, Jasmyn out at second 2b to ss.","Toto, Peyton",Fielder's Choice,2,Cal St. Fullerton,UC Davis,FALSE,2,0,0,"Toto, Peyton","Valenzuela, Julia",NA,"Vigilante, Jasmyn",NA,NA,NA,"Vigilante, Jasmyn","Valenzuela, Julia",NA,3,0,0,0,0,"Brown, Kenedi","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Polson, Leah","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,away,"Munoz, Daisy to 1b for Vigilante, Jasmyn.","Munoz, Daisy",Substitution,3,UC Davis,Cal St. Fullerton,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,"Frost, Sophie","Valenzuela, Julia","Munoz, Daisy","Humphreys, KK","Becerra, Hannah","Toto, Peyton","Wallace, Bailey","Delgadillo, Megan","Whitmore, Kelsie"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,away,"Dethlefson, Anna flied out to rf.","Dethlefson, Anna",Fly Out,3,UC Davis,Cal St. Fullerton,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,"Frost, Sophie","Valenzuela, Julia","Munoz, Daisy","Humphreys, KK","Becerra, Hannah","Toto, Peyton","Wallace, Bailey","Delgadillo, Megan","Whitmore, Kelsie"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,away,"Kisling, Sommer singled to left center.","Kisling, Sommer",Single,3,UC Davis,Cal St. Fullerton,FALSE,1,0,0,"Kisling, Sommer",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,"Frost, Sophie","Valenzuela, Julia","Munoz, Daisy","Humphreys, KK","Becerra, Hannah","Toto, Peyton","Wallace, Bailey","Delgadillo, Megan","Whitmore, Kelsie"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,away,"Leon, Isabella grounded out to p Kisling, Sommer advanced to second.","Leon, Isabella",Ground Out,3,UC Davis,Cal St. Fullerton,FALSE,1,0,0,NA,"Kisling, Sommer",NA,NA,NA,NA,NA,"Kisling, Sommer",NA,NA,2,0,0,0,0,"Frost, Sophie","Valenzuela, Julia","Munoz, Daisy","Humphreys, KK","Becerra, Hannah","Toto, Peyton","Wallace, Bailey","Delgadillo, Megan","Whitmore, Kelsie"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,away,"Bower, Megan grounded out to 3b.","Bower, Megan",Ground Out,3,UC Davis,Cal St. Fullerton,FALSE,2,0,0,NA,"Kisling, Sommer",NA,NA,NA,NA,NA,NA,"Kisling, Sommer",NA,3,0,0,0,0,"Frost, Sophie","Valenzuela, Julia","Munoz, Daisy","Humphreys, KK","Becerra, Hannah","Toto, Peyton","Wallace, Bailey","Delgadillo, Megan","Whitmore, Kelsie"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,home,"Whitmore, Kelsie grounded out to 3b.","Whitmore, Kelsie",Ground Out,3,Cal St. Fullerton,UC Davis,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,"Brown, Kenedi","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Polson, Leah","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,home,"Delgadillo, Megan popped up to ss.","Delgadillo, Megan",Pop Out,3,Cal St. Fullerton,UC Davis,FALSE,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,"Brown, Kenedi","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Polson, Leah","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
2021-03-21T00:00:00Z,Cal St. Fullerton,UC Davis,https://stats.ncaa.org/game/box_score/5033520,5033520,https://stats.ncaa.org/game/play_by_play/5033520,0-0,home,"Wallace, Bailey grounded out to 2b.","Wallace, Bailey",Ground Out,3,Cal St. Fullerton,UC Davis,FALSE,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,"Brown, Kenedi","Steffen-Brune, Katie","Starks, Sarah","Kisling, Sommer","Polson, Leah","Leon, Isabella","McMahan, Libbie","Jauregui, Marissa","Bower, Megan"
